ds,sku_id,yhat,yhat_lower,yhat_upper
2023-03-28,SKU001,29.177140772825446,20.975107134801846,37.18047243152049
2023-03-29,SKU001,30.16277923972909,22.001269721254232,38.462622356124044
2023-03-30,SKU001,29.59210081022386,21.459534523202507,38.005838346436455
2023-03-31,SKU001,30.72832728781051,21.920438013048283,39.3492769602177
2023-04-01,SKU001,38.20253636012149,29.290280003148766,46.699748889216124
2023-04-02,SKU001,38.77563185548381,30.03514435365257,47.89780211349957
2023-04-03,SKU001,31.08411368282328,23.051085687364314,39.35587931836522
2023-04-04,SKU001,30.21466914592223,21.71453521061044,38.806028721708124
2023-04-05,SKU001,31.196097401823927,22.89834195938534,39.77673583659667
2023-04-06,SKU001,30.60239313498936,21.906284874800395,39.50778132773664
2023-04-07,SKU001,31.698883924748213,22.66338822127753,40.73079675747756
2023-04-08,SKU001,39.11892397475774,30.211546584662702,46.86410327023967
2023-04-09,SKU001,39.62581576353253,30.587251494725347,48.628206514177265
2023-04-10,SKU001,31.85853117597844,23.600996643112936,40.04684702887343
2023-04-11,SKU001,30.906254554776986,21.677387700813874,39.073863929357074
2023-04-12,SKU001,31.80026014634704,22.77629888544383,40.55797918955338
2023-04-13,SKU001,31.11695068512631,22.767550908361805,40.29143306990579
2023-04-14,SKU001,32.12395218222131,23.448363857706376,40.230263648508235
2023-04-15,SKU001,39.456768171831406,30.673203262943815,48.58073723636717
2023-04-16,SKU001,39.88066547221674,30.802969936392653,48.673713392576204
2023-04-17,SKU001,32.03636347947402,22.688713264680402,39.986603736490466
2023-04-18,SKU001,31.014549834740702,22.260937600034456,39.559482909875086
2023-04-19,SKU001,31.84773528587531,23.130176325876747,40.09927559792436
2023-04-20,SKU001,31.11327477573993,23.323110612811153,40.33116490401065
2023-04-21,SKU001,32.07945005224281,22.708682152243586,40.964703561183285
2023-04-22,SKU001,39.382117219629926,30.94899026007837,48.3492870454042
2023-04-23,SKU001,39.78659138838158,31.24297076306722,48.69770377392795
2023-04-24,SKU001,31.93334047255766,23.265966382470797,40.63985699311137
2023-04-25,SKU001,30.912510933103825,22.04448873118969,39.51112900181306
2023-04-26,SKU001,31.755798167246596,23.460983109563387,40.57478237955898
2023-04-27,SKU001,31.03948837610862,23.159928000245532,39.76298234821225
2023-04-28,SKU001,32.03056692002633,23.33053153251669,40.46586135079192
2023-04-29,SKU001,39.36339620295731,31.070592847190955,47.8153745800113
2023-04-30,SKU001,39.80163482318999,31.548125185147097,48.85305487317274
2023-05-01,SKU001,31.983969420325366,22.62775612080365,40.39165489521065
2023-05-02,SKU001,30.998681465860425,21.83055254749195,40.09847146077377
2023-05-03,SKU001,31.875560954605987,22.541512653154918,40.641988394614906
2023-05-04,SKU001,31.18899306103424,22.492547375015526,39.91355585173697
2023-05-05,SKU001,32.20411193279764,23.938487521122546,40.22814066486752
2023-05-06,SKU001,39.55352378427677,31.43169396441981,48.02492210369943
2023-05-07,SKU001,39.999270069331715,31.708468515977152,49.272439127105265
2023-05-08,SKU001,32.17860130008805,22.92868046897488,40.37702142021048
2023-05-09,SKU001,31.178582747350255,22.2510641546392,39.60197575306176
2023-05-10,SKU001,32.028043102456394,22.978094075030782,39.68708524868876
2023-05-11,SKU001,31.30069128558622,22.352859462054123,39.76259943544752
2023-05-12,SKU001,32.261294766838205,23.47436452882652,41.086559395741
2023-05-13,SKU001,39.5424208451639,30.789494763855576,48.688804707660076
2023-05-14,SKU001,39.90641105618701,31.212262874957936,48.43685071519398
2023-05-15,SKU001,31.99115879770139,23.860403214449867,40.74004194374698
2023-05-16,SKU001,30.884711078679608,22.119286813282375,39.52598692074895
2023-05-17,SKU001,31.617205306915675,23.138002348071023,40.39427668653931
2023-05-18,SKU001,30.76396631092948,21.78882827613811,39.37779776108447
2023-05-19,SKU001,31.591657159987133,23.37603103706327,39.86812004937465
2023-05-20,SKU001,38.73498561321105,30.109249381926013,46.57941318846659
2023-05-21,SKU001,38.95863694461408,30.154538455993656,47.58200790236198
2023-05-22,SKU001,30.903003989159707,22.30962670993796,39.836881898441575
2023-05-23,SKU001,29.658736259203913,21.508654268621896,38.253346805521666
2023-05-24,SKU001,30.25862011340263,21.224946852021407,38.90197250980599
2023-05-25,SKU001,29.280616421478246,20.990425979166936,37.78876997222287
2023-05-26,SKU001,29.993950614772224,21.312723187673203,38.60307232963787
2023-05-27,SKU001,37.03575837489429,28.579664082973974,46.2300682241054
2023-05-28,SKU001,37.1729591749664,28.891863571755206,45.446646438374344
2023-05-29,SKU001,29.04793000284259,20.690475664477393,37.503016915940925
2023-05-30,SKU001,27.753002561663386,19.416501003436096,36.22702200864977
2023-05-31,SKU001,28.32229734698844,19.733079796209125,36.65888718380955
2023-06-01,SKU001,27.334722316750547,18.68231374726356,36.35414937127668
2023-06-02,SKU001,28.060032211872844,20.029677331648553,36.39630035150779
2023-06-03,SKU001,35.135452762482885,26.51179680374228,43.42106808650928
2023-06-04,SKU001,35.32754277560482,26.489687930943244,43.28832303360084
2023-06-05,SKU001,27.277866984390776,19.00714893959879,36.02498410064351
2023-06-06,SKU001,26.077503252589175,17.32669087814928,34.22905172323099
2023-06-07,SKU001,26.758897564020124,17.907935727386768,35.264989067187095
2023-06-08,SKU001,25.898894266523975,17.560920914662653,33.98417184434344
2023-06-09,SKU001,26.764837102592328,18.173968403141977,35.725803358007624
2023-06-10,SKU001,33.99124446260801,25.369433668839942,42.70293342643678
2023-06-11,SKU001,34.341730797508255,25.17295940193303,42.39149220633441
2023-06-12,SKU001,26.45474577163419,18.46035211591975,35.30447665761565
2023-06-13,SKU001,25.418153238732394,17.104076490969373,34.68719308694826
2023-06-14,SKU001,26.261158925991737,17.530577126679947,34.97750706256551
2023-06-15,SKU001,25.557426743605525,16.286156001112293,34.37082963361658
2023-06-16,SKU001,26.571248780469805,18.241581147738554,35.75709953041894
2023-06-17,SKU001,33.93429900569302,25.90199787893342,42.97037051292278
2023-06-18,SKU001,34.40762637635559,26.515480589504588,43.27298105824513
2023-06-19,SKU001,26.627459884723322,17.951442569847043,34.98182373053417
2023-06-20,SKU001,25.6798458329136,16.911215090267312,34.14313215670639
2023-06-21,SKU001,26.592627440695182,17.815072939271314,35.27226841734245
2023-06-22,SKU001,25.93859100043231,16.984628693580095,34.14686751208515
2023-06-23,SKU001,26.98167100968285,18.625863906030734,35.382619011345184
2023-06-24,SKU001,34.35371485717293,25.961843656362426,42.841174409677336
2023-06-25,SKU001,34.8164764580824,26.2756343257528,43.30474097812165
2023-06-26,SKU001,27.007408275087197,18.197357483931448,35.48523744910599
2023-06-27,SKU001,26.014272121044932,17.863716312467346,34.95065032031928
2023-06-28,SKU001,26.86707931242939,18.269542602086858,34.82250282406223
2023-06-29,SKU001,26.141185198190502,16.947862265272253,34.78630558612562
2023-06-30,SKU001,27.103431641131472,18.31092712635948,36.413600344964784
2023-07-01,SKU001,34.388839481971885,25.338429624237236,42.54149612184922
2023-07-02,SKU001,34.76252211397406,26.01738946182639,43.92976136687627
2023-07-03,SKU001,26.865391570783302,18.243457393327493,35.692382791951495
2023-07-04,SKU001,25.788679676542937,17.271301792452018,34.22276469624663
2023-07-05,SKU001,26.56578711262478,17.88134054993993,34.51293988316855
2023-07-06,SKU001,25.775287784007567,17.40460241254852,34.416474444263706
2023-07-07,SKU001,26.686984432061085,17.570820990976898,35.086593763143945
2023-07-08,SKU001,33.9385198327712,25.59152885313356,42.31095058850086
2023-07-09,SKU001,34.297216955173226,25.761772555977554,42.45113631892223
2023-07-10,SKU001,26.405721421248604,17.731701344268224,34.84070328597547
2023-07-11,SKU001,25.35647069914698,17.37614918358016,34.24403126391792
2023-07-12,SKU001,26.18350434950311,17.729834211947516,35.297778595522104
2023-07-13,SKU001,25.46544389802066,16.65350255071166,33.76664825533628
2023-07-14,SKU001,26.471539096701136,18.063716422228243,35.44508018841311
2023-07-15,SKU001,33.83828534534593,25.05142759848114,42.90657897492479
2023-07-16,SKU001,34.331285618863966,25.624202209141494,43.09926817018094
2023-07-17,SKU001,26.590929930075532,18.097842354299903,35.297187046736184
2023-07-18,SKU001,25.706915863109337,16.837051378200073,34.1014895715364
2023-07-19,SKU001,26.71012334030464,18.040036235180096,35.44085573166362
2023-07-20,SKU001,26.17567062125989,16.4869474021852,34.90998968482941
2023-07-21,SKU001,27.369046403773098,18.96032685885689,35.834918617002714
2023-07-22,SKU001,34.92282062631013,26.804829823566326,43.012157225036624
2023-07-23,SKU001,35.598604921458374,26.76017975209249,44.434909400193696
2023-07-24,SKU001,28.03283319190012,19.617873727042458,37.2342834768195
2023-07-25,SKU001,27.31138319220862,18.581435717335005,35.871293385802
2023-07-26,SKU001,28.461549602972315,19.817076170968594,37.026638621186606
2023-07-27,SKU001,28.055192968824315,19.560023277464765,36.51677233926847
2023-07-28,SKU001,29.354956863203014,20.419459896566103,37.27971043849624
2023-07-29,SKU001,36.99105356163298,27.478377546710284,45.0623313124451
2023-07-30,SKU001,37.723287109535,28.99333195708168,47.2328567115407
2023-07-31,SKU001,30.18688249598332,21.53769963606984,38.59514554760237
2023-08-01,SKU001,29.46714047357304,21.052987206490172,38.63738870291605
2023-08-02,SKU001,30.591427436383405,22.503589074242047,38.98612917905726
2023-08-03,SKU001,30.132324267756452,21.48264461835177,37.805565585723464
2023-08-04,SKU001,31.353826378174418,22.092335783096313,40.35681723371559
2023-08-05,SKU001,38.88809558608422,30.163158250871785,48.32255364602724
2023-08-06,SKU001,39.49743354245119,30.888794117535365,47.78579621278585
2023-08-07,SKU001,31.820046669613237,23.435274473828343,41.17914309975794
2023-08-08,SKU001,30.94462376183465,22.76582179225503,39.61148551006705
2023-08-09,SKU001,31.90223776547092,23.62326607991994,40.711772633458544
2023-08-10,SKU001,31.26939788379228,22.43382148275474,39.70560197608769
2023-08-11,SKU001,32.31414684384254,23.86613831572963,41.42785207728332
2023-08-12,SKU001,39.67270672028122,30.493005323067035,47.89744225053561
2023-08-13,SKU001,40.1113458729564,31.40123036572171,48.62133970677719
2023-08-14,SKU001,32.27203985222587,23.199650301824537,41.20651964093371
2023-08-15,SKU001,31.24695025107811,22.7827257987739,40.10207499475228
2023-08-16,SKU001,32.07023572414218,23.052592370513487,40.83405930955325
2023-08-17,SKU001,31.321023815637528,22.75584908804038,39.88531686857104
2023-08-18,SKU001,32.26944065597155,23.806310997509982,41.25901190171244
2023-08-19,SKU001,39.55320380621784,30.61865927056293,48.71364059521657
2023-08-20,SKU001,39.939452299954596,30.88614416658189,48.62618355225181
2023-08-21,SKU001,32.07038779363268,23.55905884815096,41.198960709538405
2023-08-22,SKU001,31.037751395032817,21.954396030708043,39.44341725840215
2023-08-23,SKU001,31.87465049230696,22.332029561847285,40.318019588291236
2023-08-24,SKU001,31.158563844397506,21.82157067695997,39.48747538980566
2023-08-25,SKU001,32.1574211090841,23.49499993036905,40.89058447639079
2023-08-26,SKU001,39.50626076566587,31.53273110494378,47.60670458504322
2023-08-27,SKU001,39.96913871447397,31.171673414569273,48.49936090398765
2023-08-28,SKU001,32.18485932139316,23.310330439559074,40.772377735815404
2023-08-29,SKU001,31.241551010772916,22.62017104867065,39.68944198415572
2023-08-30,SKU001,32.168598004701494,23.648226046802243,40.616287597214104
2023-08-31,SKU001,31.539753556822223,22.5837583716022,39.83269863194892
2023-09-01,SKU001,32.61932785759804,24.02984097487987,41.379342336512295
2023-09-02,SKU001,40.03895152647528,31.101109741356193,48.87529866409065
2023-09-03,SKU001,40.55958401283766,31.845197759215974,49.11529239512414
2023-09-04,SKU001,32.817335854847464,24.510223941728626,41.10610271912267
2023-09-05,SKU001,31.89812430783237,23.212245724749135,41.29014147889465
2023-09-06,SKU001,32.82967164947669,24.791618911710284,41.71596333927097
2023-09-07,SKU001,32.184669584627336,23.27996102584091,41.11282932340361
2023-09-08,SKU001,33.227001423293416,24.15674538006452,41.772582338418104
2023-09-09,SKU001,40.588521909361134,32.19645778598601,49.219736939173224
2023-09-10,SKU001,41.03106348174829,32.848018392415895,50.1032366274204
2023-09-11,SKU001,33.192237891679646,24.261595437993158,41.444183441458
2023-09-12,SKU001,32.16005318062467,23.48179498477309,41.16625677019396
2023-09-13,SKU001,32.9648563275139,24.583453671001873,41.22139276361709
2023-09-14,SKU001,32.18242646989057,24.471046128750594,39.980367028184475
2023-09-15,SKU001,33.080112299514546,25.071943258043515,41.636289891591424
2023-09-16,SKU001,40.29351582096643,32.10749258768572,49.542422394465945
2023-09-17,SKU001,40.58839393315848,31.9382753390153,49.11529192562144
2023-09-18,SKU001,32.60634959777185,24.001417364427382,41.14653497765964
2023-09-19,SKU001,31.439335741985943,22.501600274035827,40.139396686187254
2023-09-20,SKU001,32.121485343062545,23.455103542705345,40.827377283373195
2023-09-21,SKU001,31.23209577999117,22.635031805848865,39.68386318157486
2023-09-22,SKU001,32.04166413977325,23.13775877170924,41.09592999454711
2023-09-23,SKU001,39.18847858770197,29.894281031286926,48.134572998373436
2023-09-24,SKU001,39.44043988816199,30.51246184378613,47.9590668111334
2023-09-25,SKU001,31.440687229312474,22.864523881791825,39.888762699608016
2023-09-26,SKU001,30.282053362987902,21.17888966185732,39.733479454446396
2023-09-27,SKU001,30.99886401092904,22.137035669394688,39.42529029024789
2023-09-28,SKU001,30.169910588436405,21.64561331658093,38.99639761548551
2023-09-29,SKU001,31.06449337598636,22.750350674744244,38.85566664081027
2023-09-30,SKU001,38.319040146104996,30.001838423501905,46.631238366948615
2023-10-01,SKU001,38.698973684937656,29.85686163635935,47.9046767164854
2023-10-02,SKU001,30.844401184012824,22.339636516716777,39.07241841133239
2023-10-03,SKU001,29.84464883588999,20.75023653498365,38.619545797222074
2023-10-04,SKU001,30.730154450582837,22.06580028476255,39.36480862815841
2023-10-05,SKU001,30.075544610681344,21.51905373175872,38.88260011961737
2023-10-06,SKU001,31.145790632048794,22.6914250628136,39.731909504633194
2023-10-07,SKU001,38.57294522176005,29.227375818897226,46.942887894135296
2023-10-08,SKU001,39.118129990827335,30.55112357596309,47.61734146982821
2023-10-09,SKU001,31.417343439716422,22.019029700152007,39.494160924907284
2023-10-10,SKU001,30.556109413435834,22.389904207375668,39.46028008430204
2023-10-11,SKU001,31.561475613228808,23.267044204193482,39.727905941734896
2023-10-12,SKU001,31.005185662800734,22.425581799630226,39.943021014474354
2023-10-13,SKU001,32.14991626064399,24.067023936131605,40.28797637281466
2023-10-14,SKU001,39.626078944229995,30.890614804232765,48.6700051005927
2023-10-15,SKU001,40.19385469344935,31.3640647712666,48.81722197041172
2023-10-16,SKU001,32.48902955591285,23.682830324654276,41.14363885647686
2023-10-17,SKU001,31.59765038834302,22.248847542990067,40.10537818092489
2023-10-18,SKU001,32.54800997065351,24.16190958939305,41.61300897095189
2023-10-19,SKU001,31.913785231013915,23.656958961993485,40.28673114801492
2023-10-20,SKU001,32.9602209346496,24.848005293935046,41.709987758290765
2023-10-21,SKU001,40.32085973804179,31.81713369420901,48.809668356694004
2023-10-22,SKU001,40.75948873377609,32.621999594967,48.95715708903044
2023-10-23,SKU001,32.9158730391446,23.950816003500368,41.49426263807929
2023-10-24,SKU001,31.88029830281017,23.31293385255873,40.35799022800694
2023-10-25,SKU001,32.68543450094653,23.917582558344584,40.796182252864064
2023-10-26,SKU001,31.90934812650312,23.214534322143958,40.998370370118245
2023-10-27,SKU001,32.82155864802168,23.981858577080377,41.28444757359642
2023-10-28,SKU001,40.059643724518594,31.363843229611057,48.855960238028416
2023-10-29,SKU001,40.39106684870369,32.039283557106,49.00707663601146
2023-10-30,SKU001,32.45880138153126,23.965426418510845,41.56892268036465
2023-10-31,SKU001,31.35577602918264,22.60118331629847,40.12077368362199
2023-11-01,SKU001,32.116656980977695,23.085862565433413,40.59692147907319
2023-11-02,SKU001,31.320796297188036,22.21877815773822,40.101819704508905
2023-11-03,SKU001,32.23824432453209,23.36677055350836,40.77777024320913
2023-11-04,SKU001,39.50633213737164,30.605177962305156,48.2349373028832
2023-11-05,SKU001,39.89149850216345,31.430141637585553,48.48422483723354
2023-11-06,SKU001,32.034935588644146,23.333558572335512,39.95090728240131
2023-11-07,SKU001,31.02707811569769,22.503080639508386,39.654462471588204
2023-11-08,SKU001,31.899450177505432,23.115552161167823,40.930520206366765
2023-11-09,SKU001,31.227697733776235,22.746040827942686,40.31810204736137
2023-11-10,SKU001,32.27770248915486,23.597068781435386,40.73064291889435
2023-11-11,SKU001,39.68228046383459,31.63760954124877,48.026460953971274
2023-11-12,SKU001,40.20313673229969,30.913574122919197,48.804764999546855
2023-11-13,SKU001,32.47664713804894,24.0314962633926,40.880976545982236
2023-11-14,SKU001,31.58848800113696,22.612372064967108,40.050059569765644
2023-11-15,SKU001,32.565624229507186,23.544661561250606,41.17797099339563
2023-11-16,SKU001,31.979479921922568,23.128117096010218,40.68462740510601
2023-11-17,SKU001,33.09218333596466,24.582374607519853,42.48211721101665
2023-11-18,SKU001,40.53338582113449,32.288508079358564,48.29942988868083
2023-11-19,SKU001,41.06232274280091,32.871040027682476,49.89400930567525
2023-11-20,SKU001,33.31368410024414,24.945526788819592,41.853621499109224
2023-11-21,SKU001,32.37231318389261,23.505336178615238,41.29533322082457
2023-11-22,SKU001,33.265241520948805,24.916368137614125,42.17423143946979
2023-11-23,SKU001,32.564882604994665,23.138685751949843,40.9798789289979
2023-11-24,SKU001,33.53527372707879,25.345035461422945,42.170726026512405
2023-11-25,SKU001,40.80887310744964,31.984757795581242,49.45124292759975
2023-11-26,SKU001,41.148564851183856,32.78661318905126,50.156578275284474
2023-11-27,SKU001,33.19345627651523,23.834207168938654,41.16060327348086
2023-11-28,SKU001,32.033479679476656,23.127326046908628,41.622505827461865
2023-11-29,SKU001,32.70131060898172,24.074538457948684,41.31069010554213
2023-11-30,SKU001,31.775427934381494,22.643153377701278,40.39637930790389
2023-12-01,SKU001,32.52620986964462,24.190111600302743,41.228119785684854
2023-12-02,SKU001,39.59256888750602,30.92956046433122,48.028713668868534
2023-12-03,SKU001,39.743797847116866,30.29359882203926,48.56102942741604
2023-12-04,SKU001,31.625200195228288,22.838060078673227,40.39809963141145
2023-12-05,SKU001,30.332528472910845,22.07250568003444,40.068856685491575
2023-12-06,SKU001,30.903745844664215,22.829074416278477,38.95009966814927
2023-12-07,SKU001,29.921940030235383,20.899770349963855,38.07875308901031
2023-12-08,SKU001,30.66128766456301,21.493561223335064,39.52011409865813
2023-12-09,SKU001,37.76357554239457,29.065879114061996,45.77060720926615
2023-12-10,SKU001,37.999954163154634,30.16265606335617,46.54350705362934
2023-12-11,SKU001,30.01649901436693,21.58196976812996,38.39073237423814
2023-12-12,SKU001,28.90860582147201,20.49421562804493,37.31229780474336
2023-12-13,SKU001,29.712735840252815,21.768983967452424,38.20541857486419
2023-12-14,SKU001,29.009341256612355,20.540534120161098,37.51540629246041
2023-12-15,SKU001,30.068868709149548,21.60849841021104,38.60522024556359
2023-12-16,SKU001,37.52834668328112,28.868962669474488,46.102655493760274
2023-12-17,SKU001,38.15323080314975,29.667402924886975,46.73030237602206
2023-12-18,SKU001,30.582652798648084,21.51013897942074,39.21676292700454
2023-12-19,SKU001,29.90523485087858,21.492124183462554,39.08402674850811
2023-12-20,SKU001,31.149705995455065,22.70890378945632,39.86576551643684
2023-12-21,SKU001,30.88842324806247,22.020582598224202,39.37748052104968
2023-12-22,SKU001,32.38355336413135,24.16849404414368,40.55023984666771
2023-12-23,SKU001,40.263844349291865,31.797928500340372,49.250075214203704
2023-12-24,SKU001,41.286656333891955,32.7373657951645,50.182227031242995
2023-12-25,SKU001,34.0838207512464,25.098558437826576,42.74334330869391
2023-12-26,SKU001,33.73634701419445,24.55837826007197,42.49464278530528
2023-12-27,SKU001,35.266485372379584,26.56348222434747,43.80538015379364
2023-12-28,SKU001,35.24096844659481,26.568376056886635,43.70158170639035
2023-12-29,SKU001,36.917321898452016,27.78255937609174,45.65013060117253
2023-12-30,SKU001,44.92074262862911,36.131535805373154,53.941443624787205
2023-12-31,SKU001,46.0062115571632,37.79685988638713,54.66147061418071
2024-01-01,SKU001,38.80440796886095,30.34036556932701,46.972583768511356
2024-01-02,SKU001,38.3964433121972,29.717227074054477,46.846901280351695
2024-01-03,SKU001,39.80592250810476,31.222868450795964,48.50571220024958
2024-01-04,SKU001,39.60215533234733,30.78807089845992,48.311206174253115
2024-01-05,SKU001,41.04640908628824,32.72216129987913,50.045308906570725
2024-01-06,SKU001,48.76870237305919,40.010322703407105,56.991240768010655
2024-01-07,SKU001,49.52980908529508,40.9926334150969,58.428811672809026
2024-01-08,SKU001,41.96704221668496,33.6180027411386,50.520872712192485
2024-01-09,SKU001,41.16883852104635,31.957610788855806,49.77476651105888
2024-01-10,SKU001,42.16615657514716,33.47274044640211,50.543285604612954
2024-01-11,SKU001,41.53701003893948,32.57463693861267,50.243008067787514
2024-01-12,SKU001,42.55104081516689,34.21457045310733,50.79669666026107
2024-01-13,SKU001,49.84662686293723,41.63790551588063,58.704063990391695
2024-01-14,SKU001,50.19270275723171,42.52054483276222,58.31134939467045
2024-01-15,SKU001,42.234365913522886,33.43540902303446,51.247143817063225
2024-01-16,SKU001,41.0672935690976,32.92522896258344,49.546598433112926
2024-01-17,SKU001,41.729485938406185,32.68396150579173,50.47989921245919
2024-01-18,SKU001,40.80416544377467,32.25090958289829,49.38059497453528
2024-01-19,SKU001,41.565730376309446,31.99537909629893,50.26024328607663
2024-01-20,SKU001,48.65626957422926,40.126234184961866,57.85611979702844
2024-01-21,SKU001,48.84731346752564,39.77264721206522,57.686147675903364
2024-01-22,SKU001,40.78539667039249,31.89156296498559,49.419599371588035
